,Name,SafetyGrade,ZIP,Latitude,Longitude,Distance,Address
783,Elkhart General Hospital,C,46514,41.6796028,-85.993207,6011.4176977033,"600 East Boulevard, Elkhart, IN 46514-2499"
784,Eskenazi Health,C,46202,39.7781121,-86.1842091,6015.5520333327,"720 Eskenazi Avenue, Indianapolis, IN 46202-5166"
785,Franciscan Health Carmel,C,46032,39.9679498,-86.1587928,6014.7677641256,"12188-B N. Meridian St., Carmel, IN 46032-4840"
786,Franciscan Health Crown Point,C,46307,41.3953233,-87.3664721,6081.6281615046,"1201 S. Main Street, Crown Point, IN 46307-8483"
787,Franciscan Health Dyer,C,46311,41.49287,-87.5253663,6090.0525976266,"24 Joliet Street, Dyer, IN 46311"
788,Franciscan Health Hammond,C,46320,41.6151446,-87.5241296,6090.2308240145,"5454 Hohman Avenue, Hammond, IN 46320"
789,Franciscan Health Indianapolis,C,46237,39.6499115,-86.081429,6009.7124577,"8111 S. Emerson Avenue, Indianapolis, IN 46237"
790,Franciscan Health Lafayette East,C,47905,40.394099,-86.835022,6051.5966860424,"1701 S. Creasy Lane, Lafayette, IN 47905"
791,Franciscan Health Munster,C,46321,41.5379898,-87.5120467,6089.4533194503,"701 Superior Avenue, Munster, IN 46321-4029"
792,IU Health Arnett Hospital,C,47905,40.4003818,-86.8074872,6050.1644428241,"5165 McCarty Lane, Lafayette, IN 47905-8764"
793,IU Health Methodist Hospital,C,46202,39.7903409,-86.1633559,6014.4820141829,"1701 N Senate Blvd, Indianapolis, IN 46202"
794,IU Health University Hospital,C,46202,39.7756979,-86.1755062,6015.083223948,"550 University Boulevard, Indianapolis, IN 46202-5149"
795,King's Daughter's Health,C,47250,38.7925352,-85.3642044,5968.569007987,"1373 East State Road 62, Madison, IN 47250-3357"
796,Kosciusko Community Hospital,C,46580,41.2483612,-85.8287352,6001.5031287788,"2101 E. Dubois Drive, Warsaw, IN 46580-3288"
797,Logansport Memorial Hospital,C,46947,40.763244,-86.361619,6027.7590717292,"1101 Michigan Avenue, Logansport, IN 46947-7013"
798,Lutheran Downtown Hospital,C,46802,41.0784212,-85.1504073,5965.6597528857,"702 Van Buren St., Fort Wayne, IN 46802-3697"
799,Memorial Hospital and Health Care Center,C,47546,38.394992,-86.940895,6052.4824976995,"800 W. 9th Street, Jasper, IN 47546"
800,MHP Medical Center,C,46176,39.5600099,-85.786245,5993.734462904,"2451 Intelliplex Dr, Shelbyville, IN 46176-1236"
801,Parkview DeKalb Hospital,C,46706,41.368804,-85.035119,5960.8116410563,"1316 E. Seventh Street, Auburn, IN 46706-2515"
802,Schneck Medical Center,C,47274,38.9554245,-85.892325,5997.482478881,"411 W. Tipton Street, Seymour, IN 47274-5000"
803,St Catherine Hospital,C,46312,41.6346627,-87.4490091,6086.3921448065,"4321 Fir Street, East Chicago, IN 46312-3097"
804,St Mary Medical Center,C,46342,41.5125365,-87.2613291,6076.4376613605,"1500 S. Lake Park Avenue, Hobart, IN 46342-6699"
805,St. Vincent Indianapolis Hospital,C,46260,39.9088713,-86.1959319,6016.5584318171,"2001 W. 86th Street, Indianapolis, IN 46260-1991"
806,St. Vincent Kokomo,C,46901,40.4863029,-86.1567543,6016.2122024348,"1907 W. Sycamore Street, Kokomo, IN 46901-4197"
807,Union Hospital,C,47804,39.4856604,-87.4086413,6079.9412301595,"1606 North 7th Street, Terre Haute, IN 47804-2780"
808,Columbus Regional Hospital,D,47201,39.2165129,-85.8959244,5998.4908776588,"2400 E. 17th Street, Columbus, IN 47201-5360"
809,Methodist Hospitals - Northlake Campus,D,46402,41.5994593,-87.3579115,6081.615709839,"600 Grant Street, Gary, IN 46402-6099"
810,Methodist Hospitals - Southlake Campus,D,46410,41.4595893,-87.3357086,6080.1711172745,"8701 Broadway, Merrillville, IN 46410"
811,Riverview Health Noblesville Hospital,D,46060,40.0460248,-86.023438,6007.8483360025,"395 Westfield Road, Noblesville, IN 46060-1425"
812,AdventHealth Ottawa,A,66067,38.5972336,-95.2687478,6502.4419754374,"1301 S. Main Street, Ottawa, KS 66067-3598"
813,AdventHealth Shawnee Mission,A,66204,38.995666,-94.6907406,6469.8638512117,"9100 W. 74th Street, Shawnee Mission, KS 66204-4004"
814,"Ascension Via Christi Hospital Wichita St Teresa, Inc.",A,67235,37.7257513,-97.5132964,6628.2340886813,"14800 W. St. Teresa Street, Wichita, KS 67235-9602"
815,"Ascension Via Christi Manhattan Hospital, Inc.",A,66502,39.2015915,-96.5994453,6571.1193108694,"1823 College Ave, Manhattan, KS 66502"
816,Lawrence Memorial Hospital,A,66044,38.9789308,-95.2485837,6499.8398880151,"325 Maine Street, Lawrence, KS 66044-1360"
817,Menorah Medical Center,A,66209,38.9102643,-94.6521061,6468.0935172771,"5721 W. 119th Street, Overland Park, KS 66209-3722"
818,Overland Park Regional Medical Center,A,66215,38.9371818,-94.7253632,6471.9302259246,"10500 Quivira Road, Overland Park, KS 66215-2306"
819,Pratt Regional Medical Center,A,67124,37.6438097,-98.7293628,6694.9647324249,"200 Commodore Street, Pratt, KS 67124-2903"
820,Providence Medical Center,A,66112,39.1265615,-94.7866525,6474.5304318284,"8929 Parallel Parkway, Kansas City, KS 66112-1636"
821,Saint John Hospital,A,66048,39.2824063,-94.9057467,6480.3210859039,"3500 S. Fourth Street, Leavenworth, KS 66048-5043"
822,Wesley Woodlawn Hospital & ER,A,67220,37.7313935,-97.2622875,6614.5299607867,"2610 North Woodlawn, Wichita, KS 67220"
823,"Ascension Via Christi Hospital Wichita St Joseph, Inc.",B,67218,37.6661562,-97.2930942,6616.5598655675,"3600 E. Harry Street, Wichita, KS 67218-3713"
824,Centura Health - St. Catherine Hospital - Dodge City,B,67801,37.7853921,-100.0149676,6763.8905274135,"3001 Avenue A, Dodge City, KS 67801-6508"
825,Centura Health-St. Catherine Hospital,B,67846,37.9689861,-100.8691166,6808.7495169549,"401 East Spruce Street, Garden City, KS 67846-5679"
826,McPherson Center for Health,B,67460,38.3787437,-97.6709975,6633.0907921673,"1000 Hospital Drive, Mcpherson, KS 67460-2321"
827,Olathe Medical Center,B,66061,38.852626,-94.822725,6477.4643733028,"20333 W. 151st Street, Olathe, KS 66061-5350"
828,Saint Luke's South Hospital,B,66213,38.9040646,-94.6691896,6469.0326855441,"12300 Metcalf Avenue, Overland Park, KS 66213-1324"
829,University of Kansas Health System St Francis Campus,B,66606,39.0565558,-95.69591,6523.485701401,"1700 SW 7th Street, Topeka, KS 66606-1690"
830,Wesley Medical Center,B,67214,37.6952735,-97.2977831,6616.6585259144,"550 N. Hillside Street, Wichita, KS 67214-4976"
831,Ascension Via Christi Hospital Pittsburg,C,66762,37.3801659,-94.6850284,6475.20519972,"1 Mt. Carmel Way, Pittsburg, KS 66762-6643"
832,Ascension Via Christi Hospitals Wichita - St Francis,C,67214,37.6998209,-97.3317619,6618.4857781235,"929 N. St. Francis Street, Wichita, KS 67214-3882"
833,Hays Medical Center,C,67601,38.878486,-99.299245,6717.3906728805,"2220 Canterbury Drive, Hays, KS 67601-2342"
834,Hutchinson Regional Medical Center,C,67502,38.0773088,-97.891826,6646.7881488891,"1701 East 23rd Avenue, Hutchinson, KS 67502-1191"
835,Kansas Medical Center,C,67002,37.724364,-97.147432,6608.3098257511,"1124 W. 21st Street, Andover, KS 67002"
836,Labette Health,C,67357,37.3212513,-95.2651789,6507.2386089523,"1902 South US Highway 59, Parsons, KS 67357-7404"
837,NCM Health Medical Center,C,67114,38.0243905,-97.3331829,6616.7974935805,"600 Medical Center Drive, Newton, KS 67114-0308"
838,Stormont Vail Health,C,66604,39.0526033,-95.6964703,6523.5328312905,"1500 SW Tenth Avenue, Topeka, KS 66604-1353"
839,The University of Kansas Health System Great Bend Campus,C,67530,38.3563105,-98.7908667,6693.6489296543,"514 Cleveland Street, Great Bend, KS 67530"
840,The University of Kansas Hospital,C,66160,39.0558167,-94.608966,6465.2679146689,"4000 Cambridge St, Kansas City, KS 66160-7200"
841,Coffeyville Regional Medical Center,D,67337,37.0409324,-95.6393051,6528.9138241498,"1400 West 4th Street, Coffeyville, KS 67337"
842,Salina Regional Health Center,D,67401,38.833418,-97.6101342,6627.1959557032,"400 South Santa Fe Avenue, Salina, KS 67401-4198"
843,Susan B. Allen Memorial Hospital,D,67042,37.8182791,-96.858427,6592.084074055,"720 W. Central Avenue, El Dorado, KS 67042-2112"
844,Southwest Medical Center,F,67901,37.0542157,-100.9257837,6819.1926438961,"315 West 15th Street, Liberal, KS 67901"
845,Geary Community Hospital,G,66441,39.014169,-96.8496669,6585.4574032076,"1102 St Mary's Road, Junction City, KS 66441-4196"
846,Baptist Health Corbin,A,40701,36.9230934,-84.1192786,5893.4935715755,"1 Trillium Way, Corbin, KY 40701-8420"
847,Baptist Health Lexington,A,40503,38.0186398,-84.5124239,5919.5858063213,"1740 Nicholasville Road, Lexington, KY 40503-1499"
848,Baptist Health Richmond,A,40475,37.7307853,-84.2924,5906.4136546518,"801 Eastern Bypass, Richmond, KY 40475-2405"
849,Deaconess Henderson Hospital,A,42420,37.8538249,-87.5812989,6086.1697681642,"1305 N. Elm Street, Henderson, KY 42420-2775"
850,Mercy Health Lourdes,A,42003,37.0504638,-88.6473046,6143.5134243907,"1530 Lone Oak Road, Paducah, KY 42003-7900"
851,Monroe County Medical Center,A,42167,36.6987974,-85.6763944,5978.6727984198,"529 Capp Harlan Road, Tompkinsville, KY 42167-1840"
852,Norton Audubon Hospital,A,40217,38.214301,-85.722097,5985.9601847325,"1 Audubon Plaza Dr, Louisville, KY 40217"
853,Norton Brownsboro Hospital,A,40241,38.314983,-85.5734093,5978.2308277095,"4960 Norton Healthcare Boulevard, Louisville, KY 40241"
854,NORTON HOSPITAL,A,40202,38.2477586,-85.7508394,5987.6249563529,"200 E CHESTNUT ST, LOUISVILLE, KY 40202-1800"
855,Norton Women's & Children's Hospital,A,40207,38.2353692,-85.6321385,5981.1509077663,"4001 Dutchmans Lane, Louisville, KY 40207-4799"
856,St. Elizabeth Healthcare - Ft. Thomas,A,41075,39.078225,-84.4668834,5921.5227008776,"85 North Grand Ave, Ft. Thomas, KY 41075-1796"
857,Baptist Health Deaconess Madisonville,B,42431,37.3386473,-87.4921233,6080.3559904726,"900 Hospital Drive, Madisonville, KY 42431-1694"
858,Baptist Health Louisville,B,40207,38.2381641,-85.6388311,5981.5228047257,"4000 Kresge Way, Louisville, KY 40207-4676"
859,Baptist Health Paducah,B,42003,37.08034,-88.6106703,6141.523749835,"2501 Kentucky Avenue, Paducah, KY 42003"
860,Clark Regional Medical Center,B,40391,38.0100982,-84.2148082,5903.3797379794,"175 Hospital Drive, Winchester, KY 40391-1138"
861,Ephraim McDowell Regional Medical Center,B,40422,37.6438053,-84.7726371,5932.2746901623,"217 South Third Street, Danville, KY 40422-9983"
862,FRANKFORT REGIONAL MEDICAL CENTER,B,40601,38.1601973,-84.905189,5941.4663265184,"299 KINGS DAUGHTERS DRIVE, FRANKFORT, KY 40601-4186"
863,Middlesboro ARH Hospital,B,40965,36.6061506,-83.7402416,5871.1660957986,"3600 West Cumberland Avenue, Middlesboro, KY 40965-2614"
864,Owensboro Health,B,42303,37.778836,-87.0633132,6057.7613962257,"1201 Pleasant Valley Road, Owensboro, KY 42303"
865,Saint Joseph East,B,40509,37.999388,-84.4389767,5915.5155585243,"150 North Eagle Creek Drive, Lexington, KY 40509-1807"
866,St. Elizabeth Healthcare - Edgewood,B,41017,39.0132266,-84.5626515,5926.3809160959,"1 Medical Village Dr, Edgewood, KY 41017-3403"
867,T. J. Samson Community Hospital,B,42141,37.0107886,-85.9034154,5992.1617108914,"1301 North Race Street, Glasgow, KY 42141-3483"
868,Tristar Greenview Regional Hospital,B,42103,36.9648425,-86.436788,6021.4450750462,"1801 Ashley Circle, Bowling Green, KY 42103-3362"
869,Twin Lakes Regional Medical Center,B,42754,37.4727174,-86.28852,6014.6418774181,"910 Wallace Ave, Leitchfield, KY 42754-1499"
870,University of Kentucky Albert B. Chandler Hospital,B,40536,38.031102,-84.5076352,5919.3765236556,"1000 S Limestone, Lexington, KY 40536"
871,AdventHealth Manchester,C,40962,37.162122,-83.7620857,5874.8896266337,"210 Marie Langdon Dr, Manchester, KY 40962-6388"
872,Baptist Health Hardin,C,42701,37.7131828,-85.876779,5992.8144707245,"913 North Dixie Avenue, Elizabethtown, KY 42701"
873,Baptist Health La Grange,C,40031,38.3950181,-85.3759476,5967.8166697024,"1025 New Moody Lane, La Grange, KY 40031-9154"
874,Flaget Memorial Hospital,C,40004,37.861878,-85.523221,5974.0031369921,"4305 New Shepherdsville Road, Bardstown, KY 40004"
875,Georgetown Community Hospital,C,40324,38.1866676,-84.5625351,5922.9893451987,"1140 Lexington Rd, Georgetown, KY 40324-9362"
876,Harlan ARH Hospital,C,40831,36.8100246,-83.3149301,5848.6156117854,"81 Ball Park Road, Harlan, KY 40831-1792"
877,Harrison Memorial Hospital,C,41031,38.3834944,-84.2774548,5908.3789833752,"1210 KY Highway 36E, Cynthiana, KY 41031-7498"
878,Hazard ARH Regional Medical Center,C,41701,37.2774193,-83.2278368,5846.1142413241,"100 Medical Center Drive, Hazard, KY 41701-1000"
879,Highlands ARH Regional Medical Center,C,41653,37.7281309,-82.7577478,5822.7440365952,"5000 Kentucky Route 321, Prestonsburg, KY 41653-1273"
880,Jackson Purchase Medical Center,C,42066,36.7588002,-88.651384,6143.4535038774,"1099 Medical Center Circle, Mayfield, KY 42066-1179"
881,Jewish Hospital,C,40202,38.2488076,-85.750922,5987.6327634073,"200 Abraham Flexner Way, Louisville, KY 40202-1886"
882,Kentucky River Medical Center,C,41339,37.5658724,-83.3697566,5855.3009201405,"540 Jett Drive, Jackson, KY 41339-9620"
883,King's Daughters Medical Center,C,41101,38.4702929,-82.6335559,5820.0556745015,"2201 Lexington Avenue, Ashland, KY 41101-2874"
884,Lake Cumberland Regional Hospital,C,42503,37.085663,-84.6201361,5921.7448703002,"305 Langdon Street, Somerset, KY 42503"
885,Meadowview Regional Medical Center,C,41056,38.6400696,-83.8086673,5884.238359779,"989 Medical Park Drive, Maysville, KY 41056-8750"
886,Medical Center at Bowling Green,C,42101,36.9955269,-86.4300731,6021.1541551515,"250 Park Street, Bowling Green, KY 42101-1795"
887,Saint Joseph - London,C,40741,37.1178379,-84.1091044,5893.7669570924,"1001 Saint Joseph Lane, London, KY 40741-1299"
888,Saint Joseph Hospital,C,40504,38.032462,-84.5236511,5920.2521374985,"One St Joseph Drive, Lexington, KY 40504-3752"
889,Saint Joseph Mount Sterling,C,40353,38.0771193,-83.9452682,5889.0388765258,"225 Falcon Drive, Mount Sterling, KY 40353-1158"
890,St. Elizabeth Healthcare - Florence,C,41042,39.0167798,-84.6315156,5930.0857085019,"4900 Houston Road, Florence, KY 41042-4824"
891,Tug Valley ARH Regional Medical Center,C,41503,37.6764455,-82.2964535,5797.3231010381,"260 Hospital Drive, South Williamson, KY 41503-4072"
892,UK Good Samaritan Hospital,C,40508,38.0422146,-84.500658,5919.042952189,"310 South Limestone, Lexington, KY 40508"
893,University of Louisville Hospital,C,40202,38.2484527,-85.7450218,5987.3118381675,"530 South Jackson St, Louisville, KY 40202"
894,UofL Health - Mary & Elizabeth Hospital,C,40215,38.1780664,-85.7939778,5989.7443488165,"1850 Bluegrass Avenue, Louisville, KY 40215-1199"
895,Whitesburg ARH Hospital,C,41858,37.1133408,-82.8121916,5822.4646476166,"240 Hospital Road, Whitesburg, KY 41858-1254"
896,Jennie Stuart Health,D,42240,36.8611126,-87.4955476,6079.6738616825,"320 W 18th St, Hopkinsville, KY 42240"
897,Murray-Calloway County Hospital,D,42071,36.6079783,-88.3095655,6124.3517806718,"803 Poplar Street, Murray, KY 42071-2432"
898,Pikeville Medical Center,D,41501,37.4726075,-82.5261764,5808.7205660581,"911 Bypass Road, Pikeville, KY 41501-1595"
899,St. Claire Regional Medical Center,D,40351,38.1803007,-83.4431785,5862.2999155168,"222 Medical Circle, Morehead, KY 40351-1180"
900,Taylor Regional Hospital,D,42718,37.3664276,-85.3378037,5962.1998273682,"1700 Old Lebanon Road, Campbellsville, KY 42718-9600"
901,Logan Memorial Hospital,G,42276,36.8107101,-86.8804924,6045.5757099159,"1625 Nashville Street, Russellville, KY 42276-8834"
902,Owensboro Health Muhlenberg Community Hospital,G,42345,37.1965203,-87.1894114,6063.4425352109,"440 Hopkinsville Street, Greenville, KY 42345-1172"
903,Paintsville ARH Hospital,G,41240,37.8154761,-82.8131085,5826.2248947708,"625 James S. Trimble Boulevard, Paintsville, KY 41240"
904,Three Rivers Medical Center,G,41230,38.0932204,-82.6075913,5816.5684148833,"2485 Highway 644, Louisa, KY 41230-9632"
905,Acadia General Hospital (American Legion Hospital),A,70526,30.2267405,-92.3625912,6359.1283377552,"1305 Crowley Rayne Highway, Crowley, LA 70526-8202"
906,Baton Rouge General Medical Center,A,70806,30.3934059,-91.0944517,6283.3229351485,"8585 Picardy Ave, Baton Rouge, LA 70806-3889"
907,East Jefferson General Hospital,A,70006,30.0131298,-90.1814247,6228.9538691618,"4200 Houma Blvd., Metairie, LA 70006"
908,Leonard J. Chabert Medical Center,A,70363,29.569876,-90.6882096,6259.455194054,"1978 Industrial Boulevard, Houma, LA 70363-7094"
909,New Orleans East Hospital,A,70127,30.0287823,-89.975367,6216.6265442545,"5620 Read Boulevard, New Orleans, LA 70127-3106"
910,Ochsner Baptist Medical Center,A,70115,29.937375,-90.1035766,6224.3012770221,"2700 Napoleon Avenue, New Orleans, LA 70115-6914"
911,Ochsner Medical Center - Kenner,A,70065,30.0245777,-90.271481,6234.3396717467,"180 West Esplanade Avenue, Kenner, LA 70065-6001"
912,Ochsner Medical Center - New Orleans,A,70121,29.9621445,-90.1458689,6226.8312003464,"1514 Jefferson Highway, New Orleans, LA 70121-2429"
913,Ochsner Medical Center - North Shore,A,70461,30.2880635,-89.74552,6202.9179243986,"100 Medical Center Drive, Slidell, LA 70461-5520"
914,Ochsner Medical Center - West Bank,A,70056,29.8842293,-90.0275492,6219.7502900122,"2500 Belle Chasse Hwy, Gretna, LA 70056"
915,Ochsner Medical Center-Baton Rouge,A,70816,30.4397138,-91.006513,6278.0539888814,"17000 Medical Center Drive, Baton Rouge, LA 70816-3224"
916,Ochsner St. Mary,A,70380,29.7069657,-91.201071,6290.1744808276,"1125 Marguerite Street, Morgan City, LA 70380-1855"
917,Our Lady of Lourdes Regional Medical Center,A,70508,30.150517,-92.036983,6339.7884728926,"4801 Ambassador Caffery Parkway, Lafayette, LA 70508"
918,St. Bernard Parish Hospital,A,70043,29.955816,-89.9861436,6217.2705515063,"8000 West Judge Perez Drive, Chalmette, LA 70043-1668"
919,St. Charles Parish Hospital,A,70070,29.9241237,-90.3707223,6240.2985867522,"1057 Paul Maillard Road, Luling, LA 70070-4349"
920,St. Tammany Health System,A,70433,30.468666,-90.112846,6224.819879628,"1202 S Tyler St, Covington, LA 70433-2330"
921,Thibodaux Regional Health System,A,70301,29.7810317,-90.8054955,6266.4013699458,"602 North Acadia Road, Thibodaux, LA 70301-4847"
922,Tulane Lakeside Hospital,A,70001,29.997225,-90.1862482,6229.2442247162,"4700 I 10 SERVICE ROAD, Metairie, LA 70001-1269"
923,Abbeville General Hospital,B,70510,29.973708,-92.1077483,6344.2406635514,"118 North Hospital Drive, Abbeville, LA 70510-0580"
924,Iberia Medical Center,B,70560,29.9879543,-91.7843998,6324.8758773154,"2315 East Main Street, New Iberia, LA 70560-4031"
925,"Lakeview Regional Medical Center, a Campus of Tulane Medical Center",B,70433,30.4099634,-90.0811097,6222.9329201557,"95 Judge Tanner Blvd, Covington, LA 70433"
926,Opelousas General Health System,B,70570,30.5447326,-92.0752527,6341.5758797856,"539 East Prudhomme Street, Opelousas, LA 70570-6499"
927,Our Lady of the Angels Hospital,B,70427,30.7781637,-89.8691107,6210.3305414939,"433 Plaza Street, Bogalusa, LA 70427-3793"
